"English","Normalized","Georgian","Status","CandidateCount"
"Enukidze st.","enukidze","","ambiguous","3"
"Eqimebi st.","eqimebi","","unmatched","0"
"Eredvi st.","eredvi","ერედვის ქუჩა","exact","1"
"Erekle II Lane","erekle ii","","ambiguous","3"
"erekle II st.","erekle ii","","ambiguous","3"
"Erekle Lane","erekle","ერეკლეს ქუჩა","exact","1"
"Erekle St.","erekle","ერეკლეს ქუჩა","exact","1"
"Erevani st.","erevani","","ambiguous","2"
"eristav-khoshtaria st.","eristav khoshtaria","ერისთავ-ხოშტარიას ქუჩა","exact","1"
"ertso","ertso","ერწოს ქუჩა","exact","1"
"esenin st.","esenin","სერგეი ესენინის ქუჩა","unique-contained-name","1"
"Esma Oniani st.","esma oniani","ესმა ონიანის ქუჩა","exact","1"
"evdoshvili st.","evdoshvili","ევდოშვილის ქუჩა","exact","1"
"Evgeni Apkhazava st.","evgeni apkhazava","ევგენი აფხაზავას ქუჩა","exact","1"
"Evstati Mtskheteli st.","evstati mtskheteli","ევსტათი მცხეთელის ქუჩა","exact","1"
"Factory Lane","factory","","unmatched","0"
"Fanjikidze st.","fanjikidze","","unmatched","0"
"Farajanov st.","farajanov","","unmatched","0"
"Farnavaz mefe st","farnavaz mefe","","unmatched","0"
"Farsadani st.","farsadani","","unmatched","0"
"Fatmani st.","fatmani","","unmatched","0"
"Fighters for the Unity of Georgia st.","fighters for the unity of georgia","","unmatched","0"
"Firdousi st.","firdousi","","unmatched","0"
"Firtzkheliani st.","firtzkheliani","","unmatched","0"
"Frederik monperi st.","frederik monperi","","unmatched","0"
"freedom square","freedom","თავისუფლების მოედანი","exact","1"
"Freedom st.","freedom","თავისუფლების მოედანი","exact","1"
"g. akhvlediani st.","g akhvlediani","","unmatched","0"
"G. Asatiani St.","g asatiani","ასათიანის ქუჩა","unique-contained-name","1"
"G. Barnabishvili","g barnabishvili","","unmatched","0"
"g. beriashvili st.","g beriashvili","","unmatched","0"
"g. cereteli st.","g cereteli","","unmatched","0"
"g. dolidze st.","g dolidze","დოლიძის ქუჩა","unique-contained-name","1"
"g. eristavi st.","g eristavi","ერისთავის ქუჩა","unique-contained-name","1"
"g. gabashvili st.","g gabashvili","გაბაშვილის ქუჩა","unique-contained-name","1"
"G. Guramishvili st.","g guramishvili","","unmatched","0"
"g. imedashvili st.","g imedashvili","იმედაშვილის ქუჩა","unique-contained-name","1"
"g. peradze st.","g peradze","","unmatched","0"
"g. saakadze st.","g saakadze","გ. სააკაძის ქუჩა","exact","1"
"g. tabidze st.","g tabidze","","unmatched","0"
"G. Volski St","g volski","","unmatched","0"
"g. zaziashvili st.","g zaziashvili","","unmatched","0"
"G.Chokheli st.","g chokheli","","unmatched","0"
"G.Makashvili st.","g makashvili","მაკაშვილის ქუჩა","unique-contained-name","1"
"G.Nikoladze st.","g nikoladze","ნიკოლაძის ქუჩა","unique-contained-name","1"
"G.Tabidze st.","g tabidze","","unmatched","0"
"gabashvili st.","gabashvili","გაბაშვილის ქუჩა","exact","1"
"Gabeskiria st","gabeskiria","გურამ გაბესკირიას ქუჩა","unique-contained-name","1"
"Gabiskiria st.","gabiskiria","გურამ გაბისკირიას ქუჩა","unique-contained-name","1"
"gabriel ep. st.","gabriel ep","","unmatched","0"
"Gabunia st.","gabunia","გაბუნიას ქუჩა","exact","1"
"gagarin st.","gagarin","გაგარინის ქუჩა","exact","1"
"gagra st.","gagra","","ambiguous","2"
"Gakhokidze st.","gakhokidze","","ambiguous","2"
"galavani st.","galavani","გალავანის ქუჩა","exact","1"
"gali st.","gali","გალის ქუჩა","exact","1"
"gambashidze st.","gambashidze","ღამბაშიძის ქუჩა","exact","1"
"gamcemlidze st.","gamcemlidze","","unmatched","0"
"Gamkrelidze st.","gamkrelidze","","unmatched","0"
"gantiadi st.","gantiadi","განთიადის ქუჩა","exact","1"
"gaprindauli st.","gaprindauli","ზეზვა გაფრინდაულის ქუჩა","unique-contained-name","1"
"gardabani road","gardabani","გარდაბანის გზატკეცილი","exact","1"
"gare kakheti st.","gare kakheti","","unmatched","0"
"Gareji st.","gareji","გარეჯის ქუჩა","exact","1"
"garikuli st.","garikuli","მარიამ გარიყულის ქუჩა","unique-contained-name","1"
"Gayane Khachaturiani St.","gayane khachaturiani","","unmatched","0"
"gazapkhuli st.","gazapkhuli","გაზაფხულის ქუჩა","exact","1"
"gedevanishvili st.","gedevanishvili","","ambiguous","2"
"Gegechkori st.","gegechkori","გიორგი გეგეჭკორის ქუჩა","unique-contained-name","1"
"geguti st.","geguti","გეგუთის ქუჩა","exact","1"
"Gela Chedia st.","gela chedia","გელა ჭედიას ქუჩა","exact","1"
"Gela Gogishvili st","gela gogishvili","გელა გოგიშვილის ქუჩა","exact","1"
"gelati st.","gelati","გელათის ქუჩა","exact","1"
"gelovani avenue","gelovani","გელოვანის ქუჩა","exact","1"
"general kvinitadze st.","general kvinitadze","გენერალ კვინიტაძის ქუჩა","exact","1"
"Geno Adamia st.","geno adamia","გენო ადამიას ქუჩა","exact","1"
"Georgian-American friendship avenue","georgian american friendship","","unmatched","0"
"gergeti st.","gergeti","","ambiguous","4"
"Getia st.","getia","ბესიკ გეთიას ქუჩა","unique-contained-name","1"
"gezati st.","gezati","გეზათის ქუჩა","exact","1"
"Ghoghoberidze st.","ghoghoberidze","","ambiguous","3"
"Gia Badridze Street","gia badridze","გია ბადრიძის ქუჩა","exact","1"
"Gigo Khechuashvili st.","gigo khechuashvili","გიგო ხეჩუაშვილის ქუჩა","exact","1"
"giorgadze st.","giorgadze","გიორგაძის ქუჩა","exact","1"
"Giorgi Babilodze St.","giorgi babilodze","გიორგი ბაბილოძის ქუჩა","exact","1"
"Giorgi Boterashvili Street","giorgi boterashvili","გიორგი ბოთერაშვილის ქუჩა","exact","1"
"giorgi brtskinvale st.","giorgi brtskinvale","გიორგი ბრწყინვალეს ქუჩა","exact","1"
"Giorgi Danelia st.","giorgi danelia","გიორგი დანელიას ქუჩა","exact","1"
"Giorgi Nakulbakevi st.","giorgi nakulbakevi","ნაქულბაქევის ქუჩა","unique-contained-name","1"
"Giorgi Saakadze II Ln","giorgi saakadze ii","","unmatched","0"
"Givi Kvichidze st.","givi kvichidze","გივი კვიჭიძის ქუჩა","exact","1"
"givishvili st.","givishvili","დავით გივიშვილის ქუჩა","unique-contained-name","1"
"Gldani village","gldani village","გლდანის ქუჩა","unique-contained-name","1"
"gldanis gorge st.","gldanis gorge","","unmatched","0"
"gldanula das.","gldanula das","გლდანულას ქუჩა","unique-contained-name","1"
"glinka st.","glinka","მიხეილ გლინკას ქუჩა","unique-contained-name","1"
"glonti st.","glonti","","unmatched","0"
"gmiri kursantebi st.","gmiri kursantebi","გმირი კურსანტების ქუჩა","exact","1"
"gociridze st.","gociridze","","unmatched","0"
"godziashvili I turn","godziashvili i turn","","unmatched","0"
"godziashvili II turn","godziashvili ii turn","","unmatched","0"
"godziashvili III turn","godziashvili iii turn","","unmatched","0"
"godziashvili st.","godziashvili","","ambiguous","2"
"gogasheni st.","gogasheni","გოგაშენის ქუჩა","exact","1"
"gogchi st.","gogchi","","unmatched","0"
"gogebashvili st.","gogebashvili","","ambiguous","3"
"gogiberidze st.","gogiberidze","მოსე გოგიბერიძის ქუჩა","unique-contained-name","1"
"goglidze st.","goglidze","","unmatched","0"
"Gogoberidze st.","gogoberidze","","unmatched","0"
"gogolauri st.","gogolauri","","unmatched","0"
"Gogoli st.","gogoli","გოგოლის ქუჩა","exact","1"
"Gogotur Agladze St.","gogotur agladze","გოგოთურ აგლაძის ქუჩა","exact","1"
"gokieli st.","gokieli","","ambiguous","2"
"gomareti st.","gomareti","გომარეთის ქუჩა","exact","1"
"gombori st.","gombori","გომბორის ქუჩა","exact","1"
"gomi st.","gomi","გომის ქუჩა","exact","1"
"gonashvili st.","gonashvili","ჰამლეტ გონაშვილის ქუჩა","unique-contained-name","1"
"gorda st.","gorda","","unmatched","0"
"gorgasali I turn","gorgasali i turn","ვახტანგ გორგასლის I შესახვევი","unique-contained-name","1"
"Gorgasali II turn","gorgasali ii turn","ვახტანგ გორგასლის II შესახვევი","unique-contained-name","1"
"gorgasali st.","gorgasali","","ambiguous","3"
"gori st.","gori","","ambiguous","3"
"gorki st.","gorki","გორკის ქუჩა","exact","1"
"Gotua st.","gotua","","unmatched","0"
"gr. abashidze (ateni) st.","gr abashidze ateni","ატენის ქუჩა","unique-contained-name","1"
"gr. khandzteli st.","gr khandzteli","ხანძთელის ქუჩა","unique-contained-name","1"
"gr. lordkipanidze st.","gr lordkipanidze","","unmatched","0"
"gr. mukhadze st.","gr mukhadze","მუხაძის ქუჩა","unique-contained-name","1"
"Gr. Robakidze Ave","gr robakidze","გრ.რობაქიძის ქუჩა","exact","1"
"gremi turn","gremi turn","","unmatched","0"
"griboedov st.","griboedov","ალექსანდრე გრიბოედოვის ქუჩა","unique-contained-name","1"
"Grigol Chkhikvadze st.","grigol chkhikvadze","გრიგოლ ჩხიკვაძის ქუჩა","exact","1"
"Grigorashvili st.","grigorashvili","მიხეილ გრიგორაშვილის ქუჩა","unique-contained-name","1"
"grishashvili st.","grishashvili","გრიშაშვილის ქუჩა","exact","1"
"grmagele st.","grmagele","","unmatched","0"
"grozno st.","grozno","","ambiguous","2"
"gruzinski st.","gruzinski","პეტრე გრუზინსკის ქუჩა","unique-contained-name","1"
"gudamakari st.","gudamakari","","unmatched","0"
"gudarekhi st.","gudarekhi","გუდარეხის ქუჩა","exact","1"
"gudauri st.","gudauri","გუდაურის ქუჩა","exact","1"
"gudauta st.","gudauta","გუდაუთას ქუჩა","exact","1"
"gudiashvili square","gudiashvili","","unmatched","0"
"gudiashvili st.","gudiashvili","","unmatched","0"
"gudushauri st.","gudushauri","","unmatched","0"
"Gugushvili st.","gugushvili","","ambiguous","2"
"gujareTi st.","gujareti","","unmatched","0"
"Gulbani st.","gulbani","გრიგოლ გულბანის ქუჩა","unique-contained-name","1"
"gulia square","gulia","გულიას ქუჩა","exact","1"
"gulia st.","gulia","გულიას ქუჩა","exact","1"
"gulisashvili st.","gulisashvili","","ambiguous","2"
"Gulriphshi st.","gulriphshi","","unmatched","0"
"gulua st.","gulua","გია გულუას ქუჩა","unique-contained-name","1"
"gumathesi st.","gumathesi","გუმათჰესის ქუჩა","exact","1"
"Gumati st.","gumati","","ambiguous","2"
"gumbri st.","gumbri","გუმბრის ქუჩა","exact","1"
"gunia st.","gunia","გუნიას ქუჩა","exact","1"
"Guram Qutateladze st.","guram qutateladze","","unmatched","0"
"Guramishvili ave (Nadzaladevi)","guramishvili nadzaladevi","","unmatched","0"
"guramishvili ave (Sanzona)","guramishvili sanzona","","unmatched","0"
"gurgenidze st.","gurgenidze","გურგენიძის ქუჩა","exact","1"
"Guria st.","guria","","ambiguous","2"
"gurieli st.","gurieli","გურიელის ქუჩა","exact","1"
"gurjaani st.","gurjaani","","ambiguous","2"
"gutani st.","gutani","გუთნის ქუჩა","exact","1"
"gvazauri st.","gvazauri","გვაზაურის ქუჩა","exact","1"
"Gvazava st.","gvazava","გვაზავას ქუჩა","exact","1"
"gvetadze st.","gvetadze","რაჟდენ გვეტაძის ქუჩა","unique-contained-name","1"
"Gvirilebi st.","gvirilebi","გვირილების ქუჩა","exact","1"
"Gziskari st.","gziskari","გზისკარის ქუჩა","exact","1"
"h. alievi riverside","h alievi riverside","","unmatched","0"
"H.Abashidze st.","h abashidze","აბაშიძის ქუჩა","unique-contained-name","1"
"Hainrikh Klaproti st.","hainrikh klaproti","","unmatched","0"
"Henrik Prinevski st.","henrik prinevski","","unmatched","0"
"Hereti st.","hereti","ჰერეთის ქუჩა","exact","1"
"Heroes Square","heroes","გმირთა მოედანი","exact","1"
"Holburiki st.","holburiki","","unmatched","0"
"Holy Martyr Vasilisko st.","holy martyr vasilisko","","unmatched","0"
"hospital st.","hospital","","unmatched","0"
"Hugo Huperti st.","hugo huperti","","unmatched","0"
"I kheivani st.","i kheivani","","unmatched","0"
"I Microdistrict - Gldani","i microdistrict gldani","გლდანის ქუჩა","unique-contained-name","1"
"I Microdistrict - Varketili","i microdistrict varketili","","unmatched","0"
"I Microdistrict - Vazisubani","i microdistrict vazisubani","","unmatched","0"
"i. abashidze st.","i abashidze","აბაშიძის ქუჩა","unique-contained-name","1"
"i. chavchavadze avenue","i chavchavadze","ი. ჭავჭავაძის გამზირი","exact","1"
"I. Farjiani st.","i farjiani","","unmatched","0"
"i. Grishashvili st.","i grishashvili","გრიშაშვილის ქუჩა","unique-contained-name","1"
"i. Gurgulia st.","i gurgulia","","unmatched","0"
"i. janelidze st.","i janelidze","ჯანელიძის ქუჩა","unique-contained-name","1"
"i. javakhishvili st.","i javakhishvili","ი. ჯავახიშვილის ქუჩა","exact","1"
"I. Kechakmadze st","i kechakmadze","","unmatched","0"
"i. kereselidze st.","i kereselidze","","unmatched","0"
"I. Machabli st.","i machabli","","unmatched","0"
"i. nikoladze st.","i nikoladze","ნიკოლაძის ქუჩა","unique-contained-name","1"
"i. Sabanisdze st.","i sabanisdze","","unmatched","0"
"I. shakarishvili st.","i shakarishvili","","unmatched","0"
"i. vekua st.","i vekua","ვეკუას ქეჩა","unique-contained-name","1"
"I.Gamrekeli st.","i gamrekeli","","unmatched","0"
"i.kacharava st.","i kacharava","","unmatched","0"
"ialbuzi st.","ialbuzi","იალბუზის ქუჩა","exact","1"
"iamanidze st.","iamanidze","შოთა იამანიძის ქუჩა","unique-contained-name","1"
"Ian Homeri st.","ian homeri","","unmatched","0"
"Iasamani st.","iasamani","იასამნის ქუჩა","exact","1"
"Iasamnebi st.","iasamnebi","ლისის იასამნების ქუჩა","unique-contained-name","1"
"iashvili st.","iashvili","იაშვილის ქუჩა","exact","1"
"Idumala st.","idumala","იდუმალას ქუჩა","exact","1"
"ierusalimi st.","ierusalimi","იერუსალიმის ქუჩა","exact","1"
"ietim gurji st.","ietim gurji","იეთიმ გურჯის ქუჩა","exact","1"
"Igoeti st.","igoeti","იგოეთის გზაგამტარი","unique-contained-name","1"
"II kheivani","ii kheivani","","unmatched","0"
"II kheivani st.","ii kheivani","","unmatched","0"
"II Microdistrict - Gldani","ii microdistrict gldani","გლდანის ქუჩა","unique-contained-name","1"
"II Microdistrict - Vazisubani","ii microdistrict vazisubani","","unmatched","0"
"III a Microdistrict - Gldani","iii a microdistrict gldani","გლდანის ქუჩა","unique-contained-name","1"
"III Microdistrict - Gldani","iii microdistrict gldani","გლდანის ქუჩა","unique-contained-name","1"
"III Microdistrict - Vazisubani","iii microdistrict vazisubani","","unmatched","0"
"ikalto mount","ikalto mount","იყალთოს ქუჩა","unique-contained-name","1"
"Ikalto st.","ikalto","იყალთოს ქუჩა","exact","1"
"Ilia Babutsidze st.","ilia babutsidze","ილიას ქუჩა","unique-contained-name","1"
"Ilia Chavchavadze I lane","ilia chavchavadze i","ილია ჭავჭავაძის I შესახვევი","exact","1"
"Ilia Odishelidze st.","ilia odishelidze","ილია ოდიშელიძის ქუჩა","exact","1"
"Ilia Sheklashvili St.","ilia sheklashvili","ილიას ქუჩა","unique-contained-name","1"
"Ilori st.","ilori","ილორის ქუჩა","exact","1"
"iluridze st.","iluridze","კონსტანტინე ილურიძის ქუჩა","unique-contained-name","1"
"Imedadze st.","imedadze","ვალერიან იმედაძის ქუჩა","unique-contained-name","1"
"Imedashvili st.","imedashvili","იმედაშვილის ქუჩა","exact","1"
"imereti st.","imereti","","ambiguous","3"
"inanishvili st.","inanishvili","რეზო ინანიშვილის ქუჩა","unique-contained-name","1"
"ingorokhva st.","ingorokhva","","unmatched","0"
"Ingusheti st.","ingusheti","ინგუშეთის ქუჩა","exact","1"
"Intensification st.","intensification","","unmatched","0"
"Internati st.","internati","","ambiguous","2"
"ioane petritsi st.","ioane petritsi","იოანე პეტრიწის ქუჩა","exact","1"
"iona vakeli st.","iona vakeli","იონა ვაკელის ქუჩა","exact","1"
"iori st.","iori","იორის ქუჩა","exact","1"
"Ioseb Kechakmadze St.","ioseb kechakmadze","","unmatched","0"
"iosebidze st.","iosebidze","იოსებიძის ქუჩა","exact","1"
"Ioseliani I turn","ioseliani i turn","იოსელიანის ქუჩა","unique-contained-name","1"
"Ioseliani st.","ioseliani","იოსელიანის ქუჩა","exact","1"
"Iovel Jebashvili St.","iovel jebashvili","იოველ ჯებაშვილის ქუჩა","exact","1"
"ipani st.","ipani","","ambiguous","2"
"ipolitov ivanov st.","ipolitov ivanov","მიხეილ იპოლიტოვ-ივანოვის ქუჩა","unique-contained-name","1"
"irbakhi st.","irbakhi","ნიკიფორე ირბახის ქუჩა","unique-contained-name","1"
"irgvlivi st.","irgvlivi","ირგვლივის შესახვევი","exact","1"
"Irina Shtenberg st.","irina shtenberg","ირინა შტენბერგის ქუჩა","exact","1"
"Isakadze st.","isakadze","გაბრიელ ისაკაძის ქუჩა","unique-contained-name","1"
"isani st.","isani","ისნის ქუჩა","exact","1"
"Isidore Dolidze st.","isidore dolidze","ისიდორე დოლიძის ქუჩა","exact","1"
"Isis Lane I","isis i","","unmatched","0"
"isnis dead end","isnis dead end","","unmatched","0"
"Iumashevi st.","iumashevi","","unmatched","0"
"Iunkerta st.","iunkerta","","ambiguous","2"
"IV Microdistrict - Gldani","iv microdistrict gldani","გლდანის ქუჩა","unique-contained-name","1"
"IV Microdistrict - Vazisubani","iv microdistrict vazisubani","","unmatched","0"
"IV Microdistrict, II rigi","iv microdistrict ii rigi","","unmatched","0"
"iveria st.","iveria","ივერიას ქუჩა","exact","1"
"ivertubani st.","ivertubani","ივერთუბნის ქუჩა","exact","1"
"izashvili st.","izashvili","ნიკოლოზ იზაშვილის ქუჩა","unique-contained-name","1"
"j. bagrationi st.","j bagrationi","","unmatched","0"
"j. nadiradze","j nadiradze","ნადირაძის ქუჩა","unique-contained-name","1"
"Jakob Rainegsi st.","jakob rainegsi","","unmatched","0"
"jambuli st.","jambuli","","unmatched","0"
"Jan Pribyl St.","jan pribyl","","unmatched","0"
"janashia st.","janashia","ჯანაშიას ქუჩა","exact","1"
"Janashvili St.","janashvili","მოსე ჯანაშვილის ქუჩა","unique-contained-name","1"
"Janjgava st.","janjgava","გენერალ-ლეიტარნატი ვარლამ ჯანჯღავას ქუჩა","unique-contained-name","1"
"Jansug Kordzaia St.","jansug kordzaia","","unmatched","0"
"java st.","java","ჯავის ქუჩა","exact","1"
"Javakheti alley","javakheti alley","ჯავახეთის ქუჩა","unique-contained-name","1"
"Javakheti I lane","javakheti i","ჯავახეთის ქუჩა","unique-contained-name","1"
"Javakheti III Ave.","javakheti iii","ჯავახეთის ქუჩა","unique-contained-name","1"
"javakheti st.","javakheti","ჯავახეთის ქუჩა","exact","1"
"jibladze st.","jibladze","გიორგი ჯიბლაძის ქუჩა","unique-contained-name","1"
"jinvali st.","jinvali","","unmatched","0"
"Jiqia st.","jiqia","","unmatched","0"
"John-Malkhaz Shalikashvili st.","john malkhaz shalikashvili","შალიკაშვილის ქუჩა","unique-contained-name","1"
"joneti st.","joneti","","unmatched","0"
"Jordania st.","jordania","ჟორდანიას ქუჩა","exact","1"
"joresi st.","joresi","","unmatched","0"
"jorj bushi st.","jorj bushi","","unmatched","0"
"jorjadze st.","jorjadze","ჯორჯაძის ქუჩა","exact","1"
"Jorjoliani st.","jorjoliani","","unmatched","0"
"Joseph Tournefort St.","joseph tournefort","","unmatched","0"
"Jugel st.","jugel","","unmatched","0"
"Jumber Lezhava Lane","jumber lezhava","ჯუმბერ ლეჟავას ქუჩა","exact","1"
"Jvarisubani St.","jvarisubani","ჯვარისუბნის ქუჩა","exact","1"
"jvelauri st.","jvelauri","","unmatched","0"
"k. abashidze st.","k abashidze","აბაშიძის ქუჩა","unique-contained-name","1"
"k. cincadze st.","k cincadze","","unmatched","0"
"K. Eristavi st.","k eristavi","ერისთავის ქუჩა","unique-contained-name","1"
"k. kldiashvili st.","k kldiashvili","","unmatched","0"
"K. Kutateladze st.","k kutateladze","ქუთათელაძის ქუჩა","unique-contained-name","1"
"K. Sanadze st.","k sanadze","","unmatched","0"
"K. Ukleba St","k ukleba","","unmatched","0"
"Kacharava st.","kacharava","","ambiguous","3"
"kachreti","kachreti","კაჭრეთის ქუჩა","exact","1"
"Kadir Shervashidze St.","kadir shervashidze","","unmatched","0"
"Kafianidze st.","kafianidze","","unmatched","0"
"kairo st.","kairo","","unmatched","0"
"kaishauri st.","kaishauri","კაიშაურის ქუჩა","exact","1"
"Kakabeti st.","kakabeti","კაკაბეთის ქუჩა","exact","1"
"Kakha Torchinava St.","kakha torchinava","","unmatched","0"
"Kakheti Highway (III masivi)","kakheti iii masivi","","unmatched","0"
"Kakheti Highway (Isani)","kakheti isani","ისნის ქუჩა","unique-contained-name","1"
"Kakheti Highway (Lilo)","kakheti lilo","","unmatched","0"
"Kakheti Highway (Samgori)","kakheti samgori","სამგორის ქუჩა","unique-contained-name","1"
"kakhiani st.","kakhiani","კახიანის ქუჩა","exact","1"
"Kakhidze st.","kakhidze","ჯანსუღ კახიძის ქუჩა","unique-contained-name","1"
"Kaklebi st.","kaklebi","კაკლების ქუჩა","exact","1"
"Kakliani st.","kakliani","კაკლიანის ქუჩა","exact","1"
"kalandadze st.","kalandadze","","ambiguous","5"
"kalandarishvili st.","kalandarishvili","კალანდარიშვილის ქუჩა","exact","1"
"Kaloubani st.","kaloubani","კალოუბნის ქუჩა","exact","1"
"kalujni st.","kalujni","","unmatched","0"
"Kaman alley","kaman alley","","unmatched","0"
"Kamani st","kamani","კამანის ქუჩა","exact","1"
"Kancheli st.","kancheli","გია ყანჩელის ქუჩა","unique-contained-name","1"
"kandelaki st.","kandelaki","კანდელაკის ქუჩა","exact","1"
"Kankawa st.","kankawa","","unmatched","0"
"kantaria st.","kantaria","მელიტონ ქანთარიას ქუჩა","unique-contained-name","1"
"kapanadze st.","kapanadze","","ambiguous","4"
"Kapaneli St.","kapaneli","","unmatched","0"
"Kapaneli turn.","kapaneli turn","","unmatched","0"
"karaleti st.","karaleti","","unmatched","0"
"kareli st.","kareli","ქარელის ქუჩა","exact","1"
"kargareteli st.","kargareteli","ია კარგარეთელის ქუჩა","unique-contained-name","1"
"kartli st.","kartli","ქართლის ქუჩა","exact","1"
"Kartozia st","kartozia","","ambiguous","2"
"kartvelishvili st.","kartvelishvili","ქართველიშვილის ქუჩა","exact","1"
"Kaskadi st.","kaskadi","","unmatched","0"
"kaspi st.","kaspi","კასპის ქუჩა","exact","1"
"Kasteli st.","kasteli","კასტელის ქუჩა","exact","1"
"Katalikos Abraham Ii st.,","katalikos abraham ii","","unmatched","0"
"Kato Mikeladze St.","kato mikeladze","კატო მიქელაძის ქუჩა","exact","1"
"kavlashvili st.","kavlashvili","","unmatched","0"
"kavtaradze st.","kavtaradze","ქავთარაძის ქუჩა","exact","1"
"kavtiskhevi st.","kavtiskhevi","კავთისხევის ქუჩა","exact","1"
"Kazbegi avenue","kazbegi","","ambiguous","3"
"kazbegi st.","kazbegi","","ambiguous","3"
"keburia st.","keburia","ბესარიონ ქებურიას ქუჩა","unique-contained-name","1"
"Kecxoveli st.","kecxoveli","","unmatched","0"
"kedia st.","kedia","","unmatched","0"
"keleptrishvili st.","keleptrishvili","","unmatched","0"
"kerchi st.","kerchi","ქერჩის I ჩიხი","unique-contained-name","1"
"ketevan tsamebuli avenue (avlabari)","ketevan tsamebuli avlabari","ქეთევან წამებულის ქუჩა","unique-contained-name","1"
"Khabeishvili st.","khabeishvili","სოლიკო ხაბეიშვილის ქუჩა","unique-contained-name","1"
"khakhanashvili st.","khakhanashvili","ალექსანდრე ხახანაშვილის ქუჩა","unique-contained-name","1"
"Khanzteli st.","khanzteli","","unmatched","0"
"kharagauli dead end","kharagauli dead end","ხარაგაულის ჩიხი","exact","1"
"kharpukhi st.","kharpukhi","","ambiguous","2"
"Khataeti st.","khataeti","ხატაეთის ქუჩა","exact","1"
"Khergiani st.","khergiani","ხერგიანის ქუჩა","exact","1"
"kherkheulidze st.","kherkheulidze","","ambiguous","4"
"khertvisi st.","khertvisi","ხერთვისის ქუჩა","exact","1"
"khetagurov st.","khetagurov","ხეთაგუროვის ქუჩა","exact","1"
"khevdzmari st.","khevdzmari","","unmatched","0"
"khevi st.","khevi","ხევის ქუჩა","exact","1"
"Khevispuri st.","khevispuri","","unmatched","0"
"Khevisubani st.","khevisubani","ხევისუბანის ქუჩა","exact","1"
"khevsureti st.","khevsureti","ხევსურეთის ქუჩა","exact","1"
"Khidi st.","khidi","ხიდის ქუჩა","exact","1"
"khidistavi st.","khidistavi","ხიდისთავის ქუჩა","exact","1"
"khimshiashvili st.","khimshiashvili","ხიმშიაშვილის ქუჩა","exact","1"
"Khivi Turn","khivi turn","ხივის შესახვევი","unique-contained-name","1"
"khizanishvili st.","khizanishvili","","unmatched","0"
"khodasheni st.","khodasheni","","unmatched","0"
"khomeli st.","khomeli","","unmatched","0"
"Khomli st.","khomli","ხომლის ქუჩა","exact","1"
"Khoni St.","khoni","ხონის ქუჩა","exact","1"
"khorava st.","khorava","","unmatched","0"
"khornabuji st.","khornabuji","ხორნაბუჯის ქუჩა","exact","1"
"Khornauli st.","khornauli","","unmatched","0"
"khosarauli st.","khosarauli","","unmatched","0"
"khresili st.","khresili","ხრესილის ქუჩა","exact","1"
"khudadovi st.","khudadovi","ნიკოლოზ ხუდადოვის ქუჩა","unique-contained-name","1"
"khurkhuli st.","khurkhuli","","unmatched","0"
"khvanchkara st.","khvanchkara","","ambiguous","2"
"Khvedeliani st.","khvedeliani","იაკობ ხვედელიანის ქუჩა","unique-contained-name","1"
"Khvedelidze st.","khvedelidze","","ambiguous","2"
"khvichia st.","khvichia","იპოლიტე ხვიჩიას ქუჩა","unique-contained-name","1"
"khvingia st.","khvingia","მიხეილ ხვინგიას ქუჩა","unique-contained-name","1"
"kiacheli st.","kiacheli","ქიაჩელის ქუჩა","exact","1"
"kiketi st.","kiketi","კიკეთის ქუჩა","exact","1"
"kikodze st.","kikodze","ქიქოძის ქუჩა","exact","1"
"Kikvidze Lane","kikvidze","კიკვიძის ქუჩა","exact","1"
"Kikvidze st.","kikvidze","კიკვიძის ქუჩა","exact","1"
"Kindzmarauli Lane","kindzmarauli","","ambiguous","2"
"Kindzmarauli Lane II","kindzmarauli ii","","unmatched","0"
"kindzmarauli st.","kindzmarauli","","ambiguous","2"
"kirimi st.","kirimi","","unmatched","0"
"kishinev st.","kishinev","","unmatched","0"
"kisiskhevi st.","kisiskhevi","კისისხევის ქუჩა","exact","1"
"kldekari st.","kldekari","კლდეკარის ქუჩა","exact","1"
"knolev st.","knolev","","unmatched","0"
"kobakhidze st.","kobakhidze","კობახიძის ქუჩა","exact","1"
"koberidze st.","koberidze","კობერიძის ქუჩა","exact","1"
"kodalo st.","kodalo","კოდალოს ქუჩა","exact","1"
"kodori st.","kodori","კოდორის ქუჩა","exact","1"
"kokhreidze st.","kokhreidze","ლევან კოხრეიძის ქუჩა","unique-contained-name","1"
"kokinaki st.","kokinaki","ვლადიმერ კოკინაკის ქუჩა","unique-contained-name","1"
"kondoli st.","kondoli","","unmatched","0"
"Koniaki Village","koniaki village","","unmatched","0"
"Konskaia st.","konskaia","კონსკაიას ქუჩა","exact","1"
"konstitucia st.","konstitucia","","unmatched","0"
"kopcov st.","kopcov","","unmatched","0"
"koshkovani st.","koshkovani","კოშკოვანის ქუჩა","exact","1"
"Kosmonavtebi coast","kosmonavtebi coast","","unmatched","0"
"kostava st.","kostava","","ambiguous","3"
"Kote Abkhaz st.","kote abkhaz","","unmatched","0"
"Kote Makharadze st.","kote makharadze","კოტე მახარაძის ქუჩა","exact","1"
"kotetishvili st.","kotetishvili","ლადო კოტეტიშვილის ქუჩა","unique-contained-name","1"
"Kristian Stiveni st.","kristian stiveni","","unmatched","0"
